iter	Logloss
619	0.05814406524
620	0.0580100088
621	0.05787021945
622	0.05773213979
623	0.05764774455
624	0.05752199463
625	0.05738935133
626	0.05729005837
627	0.05715490433
628	0.05704402564
629	0.05692266927
630	0.05684767771
631	0.0567822295
632	0.05662452624
633	0.05655042615
634	0.05644537117
635	0.05634006262
636	0.05618067584
637	0.05604627805
638	0.05592355186
639	0.05582142766
640	0.05566990201
641	0.05552903642
642	0.05537482634
643	0.0552831041
644	0.05520241854
645	0.05505012917
646	0.0548992792
647	0.05483713543
648	0.05478140234
649	0.05468276162
650	0.05459252114
651	0.05449307336
652	0.05437030094
653	0.05426185381
654	0.05416767613
655	0.05404821063
656	0.05390394927
657	0.05377691525
658	0.053673526
659	0.05359245685
660	0.05346832399
661	0.05335444262
662	0.05327157078
663	0.05318848807
664	0.05310239891
665	0.05302587216
666	0.052904355
667	0.05277832001
668	0.05268390735
669	0.05256711989
670	0.05248915657
671	0.05238539037
672	0.05234454482
673	0.05222276851
674	0.05208303473
675	0.05200192446
676	0.05190519058
677	0.0518004293
678	0.05169925252
679	0.05157821191
680	0.05145900242
681	0.05133669897
682	0.05121515463
683	0.05111748916
684	0.05101276165
685	0.05091294376
686	0.05082212888
687	0.05071957617
688	0.05063350115
689	0.05052689862
690	0.05042781364
691	0.05032053668
692	0.0502227205
693	0.05012081656
694	0.05001079161
695	0.04990905012
696	0.04981501999
697	0.04968768624
698	0.04961704126
699	0.04952500392
700	0.04944166455
701	0.04936839301
702	0.04923862283
703	0.04913636038
704	0.04903130201
705	0.0489350602
706	0.04883882767
707	0.04872152473
708	0.04862486519
709	0.04851748171
710	0.04841215737
711	0.04829591506
712	0.04817455534
713	0.04808747697
714	0.04799764443
715	0.04790702625
716	0.04782459937
717	0.04774458919
718	0.04768658978
719	0.04760941781
720	0.04755582594
721	0.04747748354
722	0.04741708597
723	0.04733884644
724	0.04726704442
725	0.04717008351
726	0.04708512806
727	0.04702482187
728	0.04692736749
729	0.0468292189
730	0.04673393786
731	0.04664655409
732	0.04656388072
733	0.04645666623
734	0.04638889321
735	0.04629429039
736	0.04624230373
737	0.04616644684
738	0.04605535475
739	0.04594535662
740	0.04585174077
741	0.04574754367
742	0.04566306664
743	0.04557695157
744	0.04549263341
745	0.04542476486
746	0.04537302802
747	0.04532313988
748	0.04523907388
749	0.04514481462
750	0.0450402812
751	0.04495254686
752	0.04488166197
753	0.04482373691
754	0.04475978821
755	0.04467013452
756	0.04458561065
757	0.04448660992
758	0.04441643131
759	0.04436007698
760	0.0442973163
761	0.04423795042
762	0.04416887384
763	0.0440830138
764	0.04399816642
765	0.04395330429
766	0.04388807871
767	0.04382815135
768	0.04377922784
769	0.04369576887
770	0.04361484567
771	0.04352265031
772	0.04346412391
773	0.04336182593
774	0.04330638245
775	0.04325964482
776	0.04319692136
777	0.04313567932
778	0.04305581158
779	0.04299055577
780	0.04292106282
781	0.04283286982
782	0.04275946346
783	0.04268495365
784	0.04260436786
785	0.04251482612
786	0.04246769405
787	0.0423803707
788	0.04232335523
789	0.04224100614
790	0.04219018891
791	0.04215435209
792	0.04211497954
793	0.04203973228
794	0.04198946478
795	0.04190377478
796	0.04181976507
797	0.04175929442
798	0.04169140439
799	0.0416149709
800	0.04153676294
801	0.04147317853
802	0.04139566352
803	0.04135562951
804	0.04126067619
805	0.04117789953
806	0.04113545626
807	0.04108883701
808	0.0410239426
809	0.0409533124
810	0.04086763896
811	0.04079746297
812	0.04073617437
813	0.04066505359
814	0.04059873258
815	0.04052103923
816	0.04047291051
817	0.04039784439
818	0.04032410083
819	0.04026288733
820	0.04019395595
821	0.04015009691
822	0.04006860302
823	0.03997325725
824	0.03989584713
825	0.03984960464
826	0.03979976567
827	0.03972881624
828	0.03966243932
829	0.03960680364
830	0.03952850258
831	0.03946217667
832	0.03938583237
833	0.03932373125
834	0.03924145827
835	0.03916560843
836	0.03911987945
837	0.03905095499
838	0.03896625589
839	0.03893454933
840	0.0388475274
841	0.03878660637
842	0.0387299715
843	0.03868581767
844	0.03863282474
845	0.03857195627
846	0.03850608706
847	0.0384277447
848	0.03837746459
849	0.0383399095
850	0.03827530212
851	0.03821693566
852	0.03813569952
853	0.03807624483
854	0.03801679358
855	0.03797692564
856	0.03792650357
857	0.03785764023
858	0.03778735088
859	0.03773347838
860	0.03767440883
861	0.03764573834
862	0.03756415398
863	0.03750461521
864	0.03745884601
865	0.03738499502
866	0.03734103071
867	0.0373105654
868	0.03727601303
869	0.03724548795
870	0.03718689895
871	0.03713733775
872	0.03707343729
873	0.03702332616
874	0.03696944229
875	0.03690197968
876	0.0368338849
877	0.03678472208
878	0.0367255681
879	0.03665998086
880	0.03659702246
881	0.03651508901
882	0.03645285315
883	0.03637620059
884	0.03632952887
885	0.03627072737
886	0.03623684668
887	0.0361872695
888	0.0361515897
889	0.03610060693
890	0.03602461461
891	0.03597040873
892	0.03591197791
893	0.03585672296
894	0.0358033165
895	0.03573727626
896	0.03567285751
897	0.03559369165
898	0.03553600213
899	0.03549863764
900	0.03545469796
901	0.03539971961
902	0.03534865782
903	0.035304444
904	0.03525357463
905	0.03520467125
906	0.03517003684
907	0.03511248416
908	0.03505531166
909	0.03502722133
910	0.03497230843
911	0.03492353169
912	0.0348670569
913	0.03482059309
914	0.03475856951
915	0.03469268188
916	0.03464489108
917	0.03459342929
918	0.03454779235
919	0.03449319472
920	0.03445105866
921	0.0344074798
922	0.03434339579
923	0.03430088517
924	0.03424341322
925	0.03420321315
926	0.03418052135
927	0.03413332347
928	0.03410196258
929	0.03404564497
930	0.03398605132
931	0.03395077484
932	0.03392439743
933	0.03387094663
934	0.03382093027
935	0.03375943254
936	0.03371310935
937	0.03366169182
938	0.03362218234
